	164	155		133,0	108,0	79,0	63,0	117,0
	168	160		152,0	110,0	78,0	60,5	121,4
	171	145		150,3	112,0	79,0	58,0	119,3
	175	143		148,7	114,0	80,0	57,0	119,6
	179	146		147,0	109,0	79,0	56,0	119,3
	183	110		146,0	104,0	78,0	55,0	112,6
	186	162		147,8	102,0	80,0	54,0	122,0
	190	161		149,6	106,0	87,0	55,0	124,8
	193	160		151,4	110,0	82,0	56,0	125,4
	192	108		153,2	108,0	86,0	57,0	117,4
	191	108		155,0	106,0	86,0	58,0	117,3
	176	108		154,3	106,0	87,0	58,5	115,0
	182	110		153,5	109,0	88,0	59,0	116,9
	175	112		152,8	112,0	90,0	59,5	116,8
	173	113		152,0	111,0	90,2	60,0	116,5
	147	115		159,0	110,0	90,5	59,0	113,4
	157	117		160,0	109,0	90,7	58,0	115,2
	180	119		161,0	108,0	90,9	57,0	119,2
	176	120		159,0	108,0	91,2	56,0	118,4
	179	122		157,0	108,0	91,4	57,0	119,1
		124		155,0	108,0	91,6	58,0	107,3
		126		155,3	108,8	91,8	59,0	108,1
		127		155,5	109,5	92,1	60,0	108,9
	129	129		155,8	110,3	92,3	59,3	112,6
	130	131		156,0	111,0	92,5	58,5	113,1
	140	133		153,0	111,8	92,8	57,8	114,6
	138	134		150,0	112,6	93,0	57,0	114,1
	145	136		147,0	113,3	84,0	57,0	113,7
	134	138		147,5	114,1	88,3	57,0	113,1
	128	140		148,0	114,9	92,7	57,0	113,3
		141		148,5	115,6	97,0	57,0	111,9
		143		149,0	108,0		60,0	115,0
	130	145		149,0	110,0		63,0	119,4
	137	147		147,3	112,0	151	66,0	126,6
	148	148		145,7	114,0	149	69,0	129,0
	150	150		144,0	109,0	147	66,3	127,7
	170	152		144,8	104,0	168,5	63,5	133,8
	180	154		145,5	102,0	190	60,8	138,6
	190	155		146,3	106,0	165	58,0	136,8
	192	157		147,0	110,0	140	63,0	134,8
	173	159		146,5	108,0	134	68,0	131,4
	160	161		146,0	106,0	147	73,0	132,1
	180	162		145,5	106,0	160	78,0	138,6
	181	164		145,0	109,0	153	80,0	138,7
	179	166		142,5	112,0	146	82,0	137,9
	178	168		140,0	111,0	149,5	84,0	138,3
	176	169		137,5	110,0	153	86,0	138,6
	182	171		135,0	109,0	152,5	88,0	139,6
	183	173		134,6	108,0	152	90,0	140,1
	184	175		134,2	108,0	151	92,0	140,6
	181	176		133,8	108,0	150	95,1	140,7
	183	178		133,4	108,0	151,5	98,3	142,0
	177	178		133,0	108,8	153	101,4	141,9
	172	179		132,6	109,5	164,5	104,6	143,7
	172	182		132,2	110,3	176	107,7	146,7
	180	190		131,8	111,0	166	110,9	148,3
	181	186		131,4	111,8	156	114,0	146,7
	183	188		131,0	112,6	151	115,0	146,7
	176	190		130,6	113,3	146	116,0	145,3
	182	192		130,2	114,1	151	117,0	147,6
	179	193		129,8	114,9	156	118,0	148,5
	175	195		129,4	115,6	156	119,0	148,4
	176	197		129,0	116,4	156	120,0	149,1
	178	197		128,6	117,1	156	121,0	149,6
	177	197		128,2	117,9	156	122,6	149,8
	178	201		127,8	118,7	156	124,1	150,9
	176	205		127,5	119,4	156	125,7	151,6
	175	207		127,1	120,2	156	127,3	152,1
	173	208		126,7	120,9	156	128,9	152,2
175	174	211		126,3	121,7	168	130,4	158,1
173	177	214		125,9	122,5	180	132,0	160,6
171	182	213		125,5	123,2	170	132,4	159,6
170	177	209		125,1	124,0	160	132,9	156,9
169	177	191		124,7	124,7	164	133,3	154,8
168	177	209		124,3	125,5	168	133,7	157,9
166	176	209		123,9	126,3	158,75	134,1	156,3
165	177	200		123,5	127,0	149,5	134,6	153,8
164	160	203		123,1	127,8	140,25	135,0	150,5
163	143	207		122,7	128,6	131	135,3	147,1
162	130	210	200	122,3	129,3	163	135,6	156,5
148	129	199	205	121,9	130,1	195	135,9	157,9
149	123	211	209	121,5	130,8	183	136,1	157,9
150	129	219	214	121,1	131,6	171	136,4	158,9
150	130	215	218	120,7	132,4	180	136,7	160,4
151	126	214	223	120,3	133,1	189	137,0	161,6
152	121	209	227	119,9	133,9	219	136,9	164,8
153	110	201	232	119,5	134,6	249	136,8	166,9
154	180	202	236	119,1	135,4	212	136,6	171,9
155	179	203	164	118,7	136,2	175	136,5	158,4
155	175	207	172	118,3	136,9	178	136,4	159,9
157	175	200	160	117,9	137,7	181	136,3	158,1
155	174	198	155	117,5	138,4	185	136,1	157,4
154	174	220	165	117,1	139,2	189	136,0	161,8
153	174	224	170	116,7	140,0	182	135,3	161,9
153	176	224	180	116,3	140,7	175	134,6	162,4
152	172	220	175	115,9	141,5	165,5	133,9	159,4
151	170	222	185	115,5	142,3	156	133,1	159,3
150	172	203	180	115,1	143,0	160,5	132,4	157,0
149	172	212	158	114,7	143,8	165	131,7	155,8
148	172	208	160	114,3	144,5	164,5	131,0	155,3
147	172	205	155	113,9	145,3	164	132,7	154,4
146	171	205	155	113,5	146,1	145,5	134,3	152,1
145	170	206	155	113,2	146,8	127	136,0	149,9
145	169	209	160	112,8	147,6	132,5	135,9	151,4
144	168	211	155	112,4	148,3	138	135,7	151,5
143	168	214	145	112,0	149,1	137,5	135,6	150,5
142	145	212	145	111,6	149,9	137	135,4	147,2
141	129	210	135	111,2	150,6	136,5	135,3	143,6
141	129	208	140	110,8	151,4	136	135,1	143,9
141		210	145	110,4	152,1	122,5	135,0	145,1
141		212	155	110,0	152,9	109	134,4	144,8
141		218	139	109,6	153,7	127,5	133,9	146,0
140		211	140	109,2	154,4	146	133,3	147,7
140	69	206	132	108,8	155,2	123	132,7	133,4
140		204	138	108,4	156,0	100	132,1	139,8
140		203	145	108,0	156,7	115	131,6	142,8
141	176	203	155	107,6	157,5	130	131,0	150,1
141	175	202	160	107,2	158,2	106	130,8	147,5
141	173	201	163,0	106,8	133,6	82	130,5	141,3
141	177	200	168,0	106,4	109,0	50	130,3	135,2
142	178	199	173,0	106,0	117,3	18	130,0	132,9
142	178	198	110	106,0	125,7	39	127,0	128,2
142	180	197	110	106,0	134,0	60	124,0	131,6
141	179	196	110	106,0	142,3	62	121,0	132,2
